0.43010753,0.56801075,0
0.47252747,0.53028367,0
0.29896907,0.6605048,0
0.45555556,0.58265583,0
0.41237113,0.53350515,0
0.34831461,0.55454875,0
0.37777778,0.51764706,0
0.30851064,0.67938371,0
0.26666667,0.65185185,0
0.38947368,0.52944523,0
0.37634409,0.60030722,0
0.29166667,0.62760417,0
0.33684211,0.61118421,0
0.38947368,0.71550498,0
0.30851064,0.69112252,0
0.29787234,0.67325228,0
0.31578947,0.63298246,0
0.30208333,0.69719828,0
0.36170213,0.69680851,0
0.42268041,0.51445813,0
0.58333333,0.43098958,0
0.33333333,0.58691406,0
0.34375,0.62436869,0
0.37894737,0.51111111,0
0.31914894,0.65851064,0
0.34042553,0.62167553,0
0.36842105,0.60781955,0
0.30526316,0.63629764,0
0.43617021,0.48391282,0
0.25806452,0.81182796,0
0.36170213,0.6479975,0
0.28571429,0.69484362,0
0.34042553,0.60139628,0
0.38541667,0.60247748,0
0.39175258,0.56728161,0
0.47368421,0.42339181,0
0.34042553,0.67719415,0
0.4893617,0.50046253,0
0.22105263,0.6877193,0
0.38947368,0.55533428,0
0.28865979,0.60677467,0
0.37894737,0.57280702,0
0.34444444,0.61111111,0
0.37234043,0.61945289,0
0.27368421,0.71255061,0
0.28865979,0.72717231,0
0.31182796,0.70485725,0
0.33333333,0.68033854,0
0.26315789,0.60673684,0
0.30851064,0.72010271,0
0.35714286,0.61370262,0
0.30208333,0.64403736,0
0.32989691,0.64078608,0
0.37234043,0.53647416,0
0.34375,0.64867424,0
0.40860215,0.65393322,0
0.35416667,0.61121324,0
0.37234043,0.6443769,0
0.25,0.70138889,0
0.36842105,0.60992481,0
0.36842105,0.68541353,0
0.33673469,0.67532468,0
0.30526316,0.73176044,0
0.47311828,0.46652004,0
0.48958333,0.47650709,0
0.43617021,0.56434873,0
0.26804124,0.65701824,0
0.31914894,0.69361702,0
0.39361702,0.61845888,0
0.34020619,0.6057482,0
0.57608696,0.36013126,0
0.39583333,0.60992325,0
0.39175258,0.63510581,0
0.31578947,0.66807018,0
0.375,0.63917824,0
0.32291667,0.62331989,0
0.39583333,0.66091009,0
0.40206186,0.62754428,0
0.29166667,0.71056548,0
0.35789474,0.67708978,0
0.32291667,0.64482527,0
0.28865979,0.74705449,0
0.35051546,0.61522135,0
0.37894737,0.60350877,0
0.35789474,0.54551084,0
0.31578947,0.64105263,0
0.43157895,0.59409499,0
0.36170213,0.6514393,0
0.43877551,0.56929283,0
0.32631579,0.73140917,0
0.33333333,0.61653646,0
0.36734694,0.72760771,0
0.34042553,0.6299867,0
0.44086022,0.60188828,0
0.35789474,0.64179567,0
0.34375,0.64772727,0
0.29591837,0.70161858,0
0.37234043,0.69665653,0
0.36363636,0.67564534,0
0.26315789,0.66821053,0
0.29473684,0.67293233,0
0.35416667,0.6786152,0
0.32978723,0.62422787,0
0.43157895,0.57997433,0
0.3655914,0.64547755,0
0.40860215,0.58517261,0
0.41489362,0.49399891,0
0.30851064,0.66691123,0
0.37113402,0.59593356,0
0.36842105,0.59639098,0
0.34693878,0.61464586,0
0.30769231,0.70839874,0
0.36956522,0.66176471,0
0.32291667,0.70194892,0
0.30434783,0.6859472,0
0.32631579,0.70628183,0
0.34375,0.59217172,0
0.375,0.55750689,0
0.37373737,0.62762763,0
0.35106383,0.65248227,0
0.27777778,0.69955556,0
0.32989691,0.70425258,0
0.32631579,0.66044143,0
0.33333333,0.66077003,0
0.32989691,0.71778351,0
0.3125,0.68506944,0
0.33333333,0.66944155,0
0.29347826,0.74436393,0
0.32631579,0.61256367,0
0.29787234,0.66261398,0
0.32631579,0.68251273,0
0.24175824,0.80919081,0
0.34782609,0.66338315,0
0.35051546,0.66919345,0
0.35483871,0.68849788,0
0.44086022,0.4503016,0
0.36170213,0.62421777,0
0.46590909,0.56818182,0
0.31914894,0.67730496,0
0.42222222,0.57923977,0
0.42391304,0.53511706,0
0.32608696,0.60905797,0
0.30681818,0.75420875,0
0.35955056,0.71383427,0
0.22580645,0.71018945,0
0.30337079,0.69787765,0
0.35789474,0.68390093,0
0.25274725,0.72909699,0
0.33684211,0.59506579,0
0.29473684,0.64097744,0
0.35789474,0.66377709,0
0.30927835,0.72302405,0
0.42105263,0.61105263,0
0.37894737,0.68391813,0
0.38709677,0.630227,0
0.38461538,0.65463108,0
0.38043478,0.67763975,0
0.38888889,0.64412698,0
0.35106383,0.60444874,0
0.35106383,0.67085751,0
0.39583333,0.60471491,0
0.41935484,0.60352909,0
0.39325843,0.6070626,0
0.55555556,0.48688889,0
0.38947368,0.61024182,0
0.34042553,0.66755319,0
0.28888889,0.80213675,0
0.33695652,0.70371669,0
0.41237113,0.57036082,0
0.36170213,0.57947434,0
0.40697674,0.60033223,0
0.35164835,0.69608516,0
0.34736842,0.63955343,0
0.33333333,0.70239334,0
0.39130435,0.63254831,0
0.37234043,0.59088146,0
0.48913043,0.55990338,0
0.34408602,0.68850806,0
0.28888889,0.70384615,0
